frame_number,timestamp,left_lower_arm,left_lower_leg,left_upper_arm,left_upper_leg,right_lower_arm,right_lower_leg,right_upper_arm,right_upper_leg
272,2026-01-07 18:45:52.387,12.76,,13.99,16.63,,,17.53,17.50
273,2026-01-07 18:45:52.584,12.93,,15.41,16.06,,,16.70,17.55
274,2026-01-07 18:45:52.801,12.98,,17.16,15.86,,,17.29,17.07
275,2026-01-07 18:45:52.997,13.10,,17.37,15.82,,,17.24,16.93
276,2026-01-07 18:45:53.192,14.05,,17.53,15.88,,,17.02,16.97
277,2026-01-07 18:45:53.392,15.21,,18.79,15.88,,,17.31,16.97
278,2026-01-07 18:45:53.590,15.32,,18.99,16.59,,,18.39,16.87
279,2026-01-07 18:45:53.787,15.43,,19.44,17.44,,,19.31,16.82
280,2026-01-07 18:45:53.989,16.11,,20.55,17.92,,,21.69,16.67
281,2026-01-07 18:45:54.181,16.83,,21.47,18.03,,,23.59,16.89
282,2026-01-07 18:45:54.377,17.07,,21.83,18.00,,,34.02,16.73
283,2026-01-07 18:45:54.576,16.89,,21.51,17.98,,,,16.62
284,2026-01-07 18:45:54.770,17.13,,21.52,17.94,,,,16.48
285,2026-01-07 18:45:54.965,17.38,16.23,21.81,17.80,,15.75,,16.32
286,2026-01-07 18:45:55.163,17.70,12.70,22.89,17.91,,10.68,,16.19
287,2026-01-07 18:45:55.358,18.07,10.86,23.11,17.92,,9.27,,16.27
288,2026-01-07 18:45:55.556,18.50,10.66,22.93,17.73,,13.76,,16.18
289,2026-01-07 18:45:55.755,18.97,10.63,22.91,17.66,,12.74,,16.12
290,2026-01-07 18:45:55.954,19.38,10.39,22.77,17.47,,12.74,,16.08
291,2026-01-07 18:45:56.149,19.91,9.70,22.97,17.19,,12.74,,15.88
292,2026-01-07 18:45:56.345,40.85,9.22,23.13,16.80,,12.74,,15.48
293,2026-01-07 18:45:56.537,42.67,9.34,23.00,16.68,,12.74,,15.34
294,2026-01-07 18:45:56.735,44.03,8.95,23.25,16.30,,11.84,,15.17
295,2026-01-07 18:45:56.931,44.38,8.67,23.30,15.99,,11.05,,14.99
296,2026-01-07 18:45:57.129,45.34,8.37,23.78,15.78,,10.47,,26.21
297,2026-01-07 18:45:57.329,45.19,8.27,24.94,15.56,,10.32,,34.41
298,2026-01-07 18:45:57.532,44.43,8.32,24.83,15.37,,10.14,,39.19
299,2026-01-07 18:45:57.731,43.74,8.44,24.67,15.44,,9.91,,39.02
300,2026-01-07 18:45:57.929,43.65,8.50,24.10,15.36,,9.69,,45.35
301,2026-01-07 18:45:58.153,42.91,8.49,23.24,16.70,,9.49,,45.12
302,2026-01-07 18:45:58.353,40.93,8.40,21.35,18.10,,9.36,,44.84
303,2026-01-07 18:45:58.553,40.35,8.40,19.66,18.24,,9.58,,55.66
304,2026-01-07 18:45:58.753,40.44,12.92,17.39,21.24,,9.66,,55.65
305,2026-01-07 18:45:58.951,39.26,12.92,17.24,21.45,,9.66,,57.02
306,2026-01-07 18:45:59.150,37.86,21.30,16.94,27.89,,9.65,,58.09
307,2026-01-07 18:45:59.355,38.16,20.62,16.83,28.40,,9.56,,59.90
308,2026-01-07 18:45:59.551,36.56,19.99,16.43,28.10,,9.48,,62.25
309,2026-01-07 18:45:59.746,36.21,19.45,15.71,26.82,,9.35,,64.71
310,2026-01-07 18:45:59.942,35.40,18.93,14.52,26.74,,9.26,,86.97
311,2026-01-07 18:46:00.139,34.29,18.47,13.56,26.37,,9.14,,86.53
312,2026-01-07 18:46:00.343,32.94,18.06,13.34,26.11,,8.97,,86.49
313,2026-01-07 18:46:00.537,32.77,18.06,13.30,33.43,,8.82,,86.29
314,2026-01-07 18:46:00.736,32.11,17.67,13.53,34.39,,8.69,,86.19
315,2026-01-07 18:46:00.933,31.51,17.29,17.42,34.91,,8.28,,87.62
316,2026-01-07 18:46:01.131,30.50,17.15,16.40,43.34,,8.26,,90.34
317,2026-01-07 18:46:01.325,29.80,17.09,17.78,43.04,,8.22,,89.97
318,2026-01-07 18:46:01.526,28.98,16.96,17.77,42.93,,7.50,,91.03
319,2026-01-07 18:46:01.734,28.25,16.94,17.80,42.79,,7.63,,94.17
320,2026-01-07 18:46:01.936,27.46,16.82,17.69,42.63,,7.65,,94.05
321,2026-01-07 18:46:02.141,26.72,16.82,17.27,47.79,,7.55,,117.17
322,2026-01-07 18:46:02.337,13.64,16.82,17.19,49.53,,7.70,,121.13
323,2026-01-07 18:46:02.530,12.20,16.67,17.27,52.39,,7.84,,122.94
324,2026-01-07 18:46:02.729,11.31,16.70,16.91,55.22,,7.76,,124.53
325,2026-01-07 18:46:02.925,10.87,16.71,16.92,57.54,,7.86,,126.46
326,2026-01-07 18:46:03.123,10.23,16.78,16.46,59.97,,7.94,,113.72
327,2026-01-07 18:46:03.318,9.85,16.76,15.24,62.65,,7.86,,118.29
328,2026-01-07 18:46:03.514,9.90,16.65,15.13,62.54,,7.83,,116.79
329,2026-01-07 18:46:03.713,9.97,16.58,15.11,62.54,,7.81,,116.77
330,2026-01-07 18:46:03.913,9.82,19.56,14.97,67.62,,7.82,,110.75
331,2026-01-07 18:46:04.110,9.95,19.99,14.73,68.38,,7.81,,120.60
332,2026-01-07 18:46:04.304,10.15,19.96,15.37,69.21,,7.89,,120.45
333,2026-01-07 18:46:04.500,10.40,19.45,15.28,65.96,,7.75,,107.30
334,2026-01-07 18:46:04.696,10.39,16.18,15.36,61.37,,7.69,,107.12
335,2026-01-07 18:46:04.893,10.45,19.90,15.26,64.12,,7.92,,103.52
336,2026-01-07 18:46:05.094,10.98,13.67,15.31,57.83,,7.97,,117.12
337,2026-01-07 18:46:05.292,9.64,13.64,13.98,55.30,,7.96,,114.88
338,2026-01-07 18:46:05.498,10.65,13.59,14.05,53.05,,7.90,,112.16
339,2026-01-07 18:46:05.696,10.99,13.52,14.08,53.00,,7.85,,109.25
340,2026-01-07 18:46:05.895,11.48,13.48,14.05,50.98,,7.82,,85.17
341,2026-01-07 18:46:06.092,11.77,13.41,13.98,50.94,,7.77,,85.01
342,2026-01-07 18:46:06.288,12.03,13.33,13.93,50.98,,7.76,,84.89
343,2026-01-07 18:46:06.491,12.35,13.21,13.93,43.16,,7.80,,84.96
344,2026-01-07 18:46:06.706,12.23,13.14,13.58,41.59,,7.87,,85.06
345,2026-01-07 18:46:06.904,12.12,13.15,9.26,40.93,,7.97,,83.41
346,2026-01-07 18:46:07.102,13.78,13.17,9.18,32.36,,8.19,,80.77
347,2026-01-07 18:46:07.300,13.69,13.17,7.43,32.32,,8.17,,80.73
348,2026-01-07 18:46:07.498,14.13,13.24,7.48,32.23,,8.09,,79.72
349,2026-01-07 18:46:07.698,15.21,13.12,7.33,32.18,,7.92,,76.52
350,2026-01-07 18:46:07.896,16.53,13.16,7.27,32.14,,7.86,,76.75
351,2026-01-07 18:46:08.090,17.59,13.22,7.29,27.00,,7.95,,53.56
352,2026-01-07 18:46:08.286,18.29,13.30,7.08,26.13,,7.84,,53.56
353,2026-01-07 18:46:08.488,19.31,13.33,6.99,23.27,,7.65,,51.54
354,2026-01-07 18:46:08.683,19.79,13.42,7.03,20.49,,7.84,,50.20
355,2026-01-07 18:46:08.879,20.12,13.49,6.93,18.38,,7.81,,48.34
356,2026-01-07 18:46:09.081,20.66,13.49,6.89,17.92,,7.75,,48.36
357,2026-01-07 18:46:09.279,22.57,13.59,6.92,17.76,,7.97,,35.08
358,2026-01-07 18:46:09.475,23.45,13.62,6.94,17.81,,8.11,,34.33
359,2026-01-07 18:46:09.672,24.11,13.55,7.01,17.44,,8.08,,34.30
360,2026-01-07 18:46:09.868,25.19,10.76,7.03,11.62,,8.06,,32.80
361,2026-01-07 18:46:10.064,25.67,10.60,7.29,11.48,,8.07,,23.83
362,2026-01-07 18:46:10.262,26.24,10.61,6.79,11.33,,7.98,,23.86
363,2026-01-07 18:46:10.459,26.59,10.59,7.05,11.32,,7.90,,23.89
364,2026-01-07 18:46:10.655,26.78,10.59,7.12,11.31,,7.80,,23.89
365,2026-01-07 18:46:10.851,26.80,6.77,7.15,7.59,,7.53,,23.78
366,2026-01-07 18:46:11.048,26.54,6.87,7.19,7.55,,7.41,,9.64
367,2026-01-07 18:46:11.243,26.91,6.84,7.30,7.54,,7.35,,9.68
368,2026-01-07 18:46:11.438,26.30,6.94,7.19,7.50,,7.40,,9.65
369,2026-01-07 18:46:11.637,26.52,7.07,7.14,7.44,,7.46,,9.68
370,2026-01-07 18:46:11.836,25.83,7.21,7.15,7.37,,7.90,,10.04
371,2026-01-07 18:46:12.030,25.62,7.23,7.11,7.34,,8.26,,10.34
372,2026-01-07 18:46:12.229,26.29,7.25,7.17,7.36,,8.65,,10.59
373,2026-01-07 18:46:12.426,26.71,7.17,7.30,7.39,,8.61,,12.47
374,2026-01-07 18:46:12.624,27.17,7.23,7.35,7.42,,8.65,,12.54
375,2026-01-07 18:46:12.820,27.26,7.23,7.35,9.64,,8.66,,12.65
376,2026-01-07 18:46:13.015,25.50,7.26,7.38,9.70,,8.49,,12.59
377,2026-01-07 18:46:13.215,25.27,7.31,7.35,9.78,,8.66,,12.72
378,2026-01-07 18:46:13.410,25.43,7.37,7.23,9.78,,8.81,,12.55
379,2026-01-07 18:46:13.609,24.41,7.55,7.23,9.93,,8.98,,12.48
380,2026-01-07 18:46:13.819,22.88,7.64,7.83,9.93,,9.29,,12.36
381,2026-01-07 18:46:14.016,22.03,7.56,7.89,9.94,,9.45,,12.42
382,2026-01-07 18:46:14.216,20.80,7.48,7.98,10.01,,9.77,,12.47
383,2026-01-07 18:46:14.411,20.18,7.44,8.60,10.00,,10.02,,12.51
384,2026-01-07 18:46:14.609,19.67,7.35,8.69,10.10,,9.99,,12.42
385,2026-01-07 18:46:14.808,19.37,7.32,8.77,10.18,,10.28,,12.28
386,2026-01-07 18:46:15.016,18.73,7.32,9.36,10.30,,10.84,,12.21
387,2026-01-07 18:46:15.217,16.63,7.25,10.28,10.15,,11.13,,11.89
388,2026-01-07 18:46:15.416,15.52,7.23,11.10,10.13,,15.92,,11.78
389,2026-01-07 18:46:15.611,14.70,7.23,12.03,10.31,,16.27,,11.70
390,2026-01-07 18:46:15.811,13.42,7.16,12.90,10.42,,16.64,,11.56
391,2026-01-07 18:46:16.010,12.74,7.17,13.63,10.60,,17.02,2.05,11.52
392,2026-01-07 18:46:16.206,11.87,7.19,14.14,10.75,,17.42,2.05,11.43
393,2026-01-07 18:46:16.406,11.25,7.41,14.40,10.87,,17.90,3.93,11.34
394,2026-01-07 18:46:16.608,10.78,7.60,14.95,10.84,,18.46,4.95,11.52
395,2026-01-07 18:46:16.808,10.43,7.64,15.11,10.79,,19.00,4.95,11.54
396,2026-01-07 18:46:17.007,10.02,7.59,15.13,10.93,,19.60,4.95,11.58
397,2026-01-07 18:46:17.204,10.32,7.60,18.69,11.01,,20.32,39.26,11.56
398,2026-01-07 18:46:17.403,17.09,22.24,24.49,22.77,,20.69,36.67,11.96
399,2026-01-07 18:46:17.601,32.36,22.92,42.95,29.60,,20.84,81.16,12.03
400,2026-01-07 18:46:17.800,32.42,22.86,43.18,30.05,,21.38,70.44,11.83
401,2026-01-07 18:46:18.001,32.44,23.12,43.74,30.12,,21.74,62.41,12.00
402,2026-01-07 18:46:18.204,31.48,23.27,52.70,30.06,,21.24,56.97,11.79
403,2026-01-07 18:46:18.406,30.94,23.34,52.55,30.08,,21.33,102.88,9.68
404,2026-01-07 18:46:18.606,30.04,23.30,52.50,30.09,6.03,20.63,114.20,9.61
405,2026-01-07 18:46:18.803,29.63,23.34,52.61,27.81,6.03,39.34,114.20,23.43
406,2026-01-07 18:46:19.000,29.62,23.31,52.57,27.78,87.83,39.31,130.65,23.42
407,2026-01-07 18:46:19.199,30.00,23.35,52.96,27.15,60.47,39.14,126.33,23.37
408,2026-01-07 18:46:19.396,29.19,23.31,53.04,27.20,46.74,39.13,124.72,23.40
409,2026-01-07 18:46:19.596,28.92,23.12,51.17,27.10,41.59,38.91,117.77,23.41
410,2026-01-07 18:46:19.795,28.97,22.98,50.47,27.13,35.52,38.49,110.78,23.31
411,2026-01-07 18:46:19.995,28.65,22.98,49.27,27.17,32.96,38.28,113.85,23.16
412,2026-01-07 18:46:20.192,28.81,22.98,47.77,27.18,32.96,70.16,113.85,46.64
413,2026-01-07 18:46:20.394,28.41,22.98,47.20,27.26,32.96,69.84,107.87,46.60
414,2026-01-07 18:46:20.596,28.29,22.96,45.75,27.23,32.96,69.68,102.56,45.33
415,2026-01-07 18:46:20.795,28.17,22.91,44.42,27.24,32.96,69.21,98.10,45.38
416,2026-01-07 18:46:20.995,28.19,22.84,43.95,27.26,32.96,68.58,94.00,45.54
417,2026-01-07 18:46:21.196,28.21,22.74,43.20,27.24,32.96,67.91,90.10,45.70
418,2026-01-07 18:46:21.394,28.26,22.75,42.54,27.35,34.03,61.52,87.06,45.69
419,2026-01-07 18:46:21.612,28.30,22.75,41.76,27.27,31.34,59.23,83.83,45.80
420,2026-01-07 18:46:21.817,28.34,22.72,41.12,27.28,29.97,57.21,83.83,45.90
421,2026-01-07 18:46:22.021,29.16,22.71,41.51,27.19,29.85,55.45,84.51,46.11
422,2026-01-07 18:46:22.221,29.39,22.69,41.03,27.17,28.73,53.53,81.67,46.25
423,2026-01-07 18:46:22.426,29.47,22.55,40.62,28.56,27.26,52.02,81.83,46.46
424,2026-01-07 18:46:22.631,29.51,22.49,40.02,28.91,25.97,50.95,87.98,46.51
425,2026-01-07 18:46:22.832,29.41,22.51,38.91,29.23,24.86,49.53,85.03,46.98
426,2026-01-07 18:46:23.035,29.37,22.55,38.82,29.43,23.97,48.14,82.31,47.14
427,2026-01-07 18:46:23.233,30.09,23.12,37.09,30.13,23.51,46.92,78.08,47.43
428,2026-01-07 18:46:23.434,23.47,8.30,32.52,18.78,22.79,47.15,77.72,47.24
429,2026-01-07 18:46:23.638,8.93,18.84,17.34,23.89,22.19,47.43,66.82,47.42
430,2026-01-07 18:46:23.837,8.98,18.89,17.42,23.76,21.66,47.31,69.16,47.44
431,2026-01-07 18:46:24.051,9.17,18.97,17.34,24.51,21.08,47.94,69.34,48.61
432,2026-01-07 18:46:24.253,9.28,19.27,10.27,25.14,20.62,48.95,69.32,48.88
433,2026-01-07 18:46:24.459,9.53,19.47,10.90,25.68,20.38,49.11,50.22,49.41
434,2026-01-07 18:46:24.660,9.72,20.40,10.98,25.85,21.22,49.24,42.99,49.73
435,2026-01-07 18:46:24.861,10.23,20.69,12.21,26.11,20.91,35.74,55.54,36.61
436,2026-01-07 18:46:25.067,10.39,21.82,12.47,26.37,14.41,35.80,44.58,36.89
437,2026-01-07 18:46:25.268,10.25,21.87,12.51,26.58,14.72,35.87,42.28,37.20
438,2026-01-07 18:46:25.467,10.41,22.42,12.69,26.78,16.01,36.21,39.02,37.48
439,2026-01-07 18:46:25.668,10.61,23.04,13.96,27.05,15.75,36.34,38.73,37.73
440,2026-01-07 18:46:25.865,11.35,23.82,14.43,27.33,16.07,36.63,39.01,38.07
441,2026-01-07 18:46:26.061,11.66,24.10,14.31,27.60,15.93,37.06,34.25,38.46
442,2026-01-07 18:46:26.262,11.71,24.44,14.45,27.88,15.78,14.48,33.55,15.79
443,2026-01-07 18:46:26.461,11.82,24.76,14.55,28.20,16.38,14.60,33.74,16.08
444,2026-01-07 18:46:26.668,11.95,24.95,14.78,28.47,17.24,14.78,33.93,16.28
445,2026-01-07 18:46:26.870,12.39,25.53,15.05,29.08,17.32,15.22,34.04,16.67
446,2026-01-07 18:46:27.074,13.36,26.10,15.17,29.14,22.76,15.18,40.27,16.81
447,2026-01-07 18:46:27.273,13.46,26.36,15.32,29.39,36.37,15.22,41.51,16.86
448,2026-01-07 18:46:27.470,13.56,26.72,15.55,30.05,35.45,15.43,42.36,16.94
449,2026-01-07 18:46:27.669,13.66,27.46,15.63,30.11,35.62,15.39,46.03,16.99
450,2026-01-07 18:46:27.883,13.70,27.57,16.08,30.34,35.32,15.26,66.62,17.09
451,2026-01-07 18:46:28.082,13.49,27.82,15.83,30.41,34.75,15.22,66.21,17.03
452,2026-01-07 18:46:28.279,13.59,28.16,15.81,30.42,34.70,15.30,66.65,17.21
453,2026-01-07 18:46:28.480,13.63,28.36,15.85,28.95,34.85,15.14,66.63,17.16
454,2026-01-07 18:46:28.679,13.65,28.62,15.85,28.82,34.80,14.81,61.34,17.09
455,2026-01-07 18:46:28.877,13.69,28.74,15.85,28.58,34.74,14.71,61.24,16.77
456,2026-01-07 18:46:29.078,13.68,28.82,15.78,28.35,34.67,14.63,61.52,16.66
457,2026-01-07 18:46:29.278,12.26,28.28,14.58,27.72,35.31,14.61,62.53,16.43
458,2026-01-07 18:46:29.473,12.22,27.96,14.44,27.05,36.19,14.11,62.19,16.30
459,2026-01-07 18:46:29.672,12.05,16.68,14.48,15.07,37.12,13.72,62.07,16.17
460,2026-01-07 18:46:29.871,12.04,16.60,14.27,14.79,38.10,13.05,60.17,16.04
461,2026-01-07 18:46:30.070,11.75,16.28,13.97,14.03,39.24,11.85,60.23,14.48
462,2026-01-07 18:46:30.263,11.65,16.25,13.65,13.80,40.42,11.01,60.11,14.17
463,2026-01-07 18:46:30.461,11.10,15.96,13.11,13.28,41.53,10.79,59.86,13.68
464,2026-01-07 18:46:30.659,11.07,15.18,13.11,13.08,42.26,10.63,58.80,13.36
465,2026-01-07 18:46:30.860,10.61,15.43,12.37,12.82,43.61,10.60,45.03,13.06
466,2026-01-07 18:46:31.061,10.50,14.46,12.25,12.58,43.23,10.94,44.84,12.81
467,2026-01-07 18:46:31.259,10.33,14.39,11.96,12.30,43.03,10.86,44.75,12.50
468,2026-01-07 18:46:31.457,10.20,13.85,11.86,12.14,43.36,10.33,45.86,12.26
469,2026-01-07 18:46:31.659,10.03,13.29,10.65,12.01,44.86,10.30,47.19,12.14
470,2026-01-07 18:46:31.877,9.37,12.80,10.16,12.05,46.64,10.14,48.59,11.92
471,2026-01-07 18:46:32.084,9.09,12.61,9.83,11.88,48.55,9.60,48.59,11.68
472,2026-01-07 18:46:32.293,8.91,12.38,9.62,11.73,50.83,9.52,50.03,11.58
473,2026-01-07 18:46:32.505,8.91,12.08,9.46,11.37,52.12,9.36,51.79,11.24
474,2026-01-07 18:46:32.712,8.77,12.12,9.19,11.22,53.01,9.07,53.67,11.56
475,2026-01-07 18:46:32.915,8.31,11.55,8.94,10.68,51.97,8.52,53.36,11.24
476,2026-01-07 18:46:33.115,7.31,11.19,8.73,10.45,39.68,8.50,45.57,10.89
477,2026-01-07 18:46:33.314,7.18,10.98,8.54,10.18,9.19,8.48,43.78,12.82
478,2026-01-07 18:46:33.515,7.06,10.82,8.25,10.07,8.40,8.12,42.12,12.61
479,2026-01-07 18:46:33.713,6.97,10.11,8.14,9.93,7.53,7.96,37.95,12.45
480,2026-01-07 18:46:33.931,6.86,10.05,7.61,9.70,7.11,7.89,12.94,12.25
481,2026-01-07 18:46:34.152,6.94,9.94,7.51,9.62,6.76,7.66,12.99,12.28
482,2026-01-07 18:46:34.374,6.61,22.01,7.40,9.47,6.13,7.76,12.44,11.79
483,2026-01-07 18:46:34.580,6.87,21.72,7.36,9.29,5.46,7.62,12.27,31.30
484,2026-01-07 18:46:34.781,6.78,21.89,7.24,9.13,5.01,7.38,11.45,31.09
485,2026-01-07 18:46:34.980,6.66,22.32,7.16,9.09,4.71,7.31,11.39,30.89
486,2026-01-07 18:46:35.178,9.30,22.13,7.10,8.96,4.42,7.26,10.83,30.78
487,2026-01-07 18:46:35.382,9.31,21.88,7.07,8.79,4.53,7.08,8.66,30.64
488,2026-01-07 18:46:35.585,9.40,21.93,7.08,19.82,4.71,7.06,8.71,30.64
489,2026-01-07 18:46:35.792,9.44,22.00,6.94,19.71,4.57,7.07,8.67,31.15
490,2026-01-07 18:46:35.987,9.29,22.07,6.84,20.19,4.45,7.10,8.36,32.05
491,2026-01-07 18:46:36.187,9.40,22.69,6.84,20.71,4.45,7.19,8.00,32.00
492,2026-01-07 18:46:36.384,9.33,22.30,6.75,20.77,4.45,6.93,7.91,32.11
493,2026-01-07 18:46:36.582,9.28,23.00,6.69,21.26,4.45,6.97,7.67,33.13
494,2026-01-07 18:46:36.777,9.07,23.63,6.54,21.92,4.45,7.00,7.50,34.28
495,2026-01-07 18:46:36.977,8.96,23.66,5.98,22.65,4.45,6.96,7.33,35.54
496,2026-01-07 18:46:37.182,8.86,24.42,5.78,22.63,4.38,6.40,7.15,35.45
497,2026-01-07 18:46:37.389,8.81,24.30,5.74,22.67,4.08,6.45,6.96,35.44
498,2026-01-07 18:46:37.592,8.78,24.21,5.62,22.62,4.08,6.52,6.96,36.75
499,2026-01-07 18:46:37.793,8.76,25.14,5.53,23.20,4.08,6.52,6.96,36.75
500,2026-01-07 18:46:37.991,8.85,25.14,5.61,23.58,4.08,6.46,6.96,35.53
501,2026-01-07 18:46:38.198,8.81,25.18,5.57,23.34,4.08,6.52,6.96,35.21
502,2026-01-07 18:46:38.398,8.87,25.09,5.49,22.60,4.08,6.47,6.96,34.21
503,2026-01-07 18:46:38.601,8.71,25.27,5.46,22.50,4.08,6.76,6.96,34.10
504,2026-01-07 18:46:38.804,8.67,24.30,5.43,21.72,4.08,6.94,6.96,33.29
505,2026-01-07 18:46:39.008,8.63,24.23,5.38,21.54,4.02,7.00,6.76,32.16
506,2026-01-07 18:46:39.228,8.57,23.99,5.42,21.47,4.10,7.23,6.00,32.06
507,2026-01-07 18:46:39.435,8.50,24.10,5.53,21.35,4.10,7.05,5.99,29.61
508,2026-01-07 18:46:39.636,8.50,23.79,5.58,21.43,4.21,6.95,6.02,29.56
509,2026-01-07 18:46:39.838,8.42,23.89,5.61,21.30,4.33,6.92,6.09,29.46
510,2026-01-07 18:46:40.060,8.35,23.87,5.66,21.12,4.49,6.78,6.07,29.38
511,2026-01-07 18:46:40.290,8.14,23.04,5.69,20.47,4.25,6.67,5.73,28.45
512,2026-01-07 18:46:40.491,8.11,7.07,5.73,20.44,4.25,6.26,5.73,28.52
513,2026-01-07 18:46:40.692,7.65,7.12,5.68,20.30,4.10,6.17,5.78,7.98
514,2026-01-07 18:46:40.897,7.61,7.08,5.76,19.74,4.43,6.02,5.86,8.03
515,2026-01-07 18:46:41.103,7.58,7.02,5.77,19.14,4.61,5.93,5.60,8.07
516,2026-01-07 18:46:41.305,4.69,6.95,5.78,19.10,4.51,5.85,5.37,8.03
517,2026-01-07 18:46:41.507,4.70,7.05,5.77,19.04,4.17,5.81,4.96,8.00
518,2026-01-07 18:46:41.712,4.56,6.89,5.71,6.95,3.13,5.76,4.96,7.92
519,2026-01-07 18:46:41.912,4.61,6.67,5.73,6.82,3.48,6.65,4.66,7.20
520,2026-01-07 18:46:42.111,4.60,6.53,5.74,6.79,4.36,6.60,4.90,7.14
521,2026-01-07 18:46:42.322,4.59,6.61,5.73,6.75,,6.47,,7.09
522,2026-01-07 18:46:42.520,4.62,6.61,5.77,6.66,,6.45,,6.92
523,2026-01-07 18:46:42.736,4.60,6.57,5.76,6.70,,6.36,,6.92
524,2026-01-07 18:46:42.933,4.63,6.51,5.80,6.74,,6.27,,6.93
525,2026-01-07 18:46:43.137,4.70,6.46,5.86,6.72,,6.21,,6.93
526,2026-01-07 18:46:43.339,4.77,6.44,5.89,6.83,,6.16,,6.90
527,2026-01-07 18:46:43.539,4.80,6.44,5.97,6.81,,6.13,,6.86
528,2026-01-07 18:46:43.737,4.79,6.41,5.95,6.81,,6.08,,6.83
