frame_number,timestamp,left_lower_arm,left_lower_leg,left_upper_arm,left_upper_leg,right_lower_arm,right_lower_leg,right_upper_arm,right_upper_leg
529,2026-01-07 18:46:43.936,4.81,6.40,5.97,6.83,,6.05,,6.91
530,2026-01-07 18:46:44.131,4.65,6.37,5.86,6.84,,6.03,,6.76
531,2026-01-07 18:46:44.326,4.66,6.31,5.87,6.86,,6.03,,6.79
532,2026-01-07 18:46:44.522,4.57,6.26,5.87,6.76,,5.99,,6.55
533,2026-01-07 18:46:44.718,4.61,6.14,5.93,6.82,,5.83,,6.65
534,2026-01-07 18:46:44.913,4.67,6.14,6.09,6.86,,5.87,,7.55
535,2026-01-07 18:46:45.109,6.72,6.22,6.31,6.81,,5.91,,7.56
536,2026-01-07 18:46:45.329,8.22,6.24,6.59,6.85,,5.71,,7.66
537,2026-01-07 18:46:45.533,11.33,6.16,6.87,6.95,,5.77,,7.76
538,2026-01-07 18:46:45.733,11.55,9.72,6.96,10.54,,5.77,,7.81
539,2026-01-07 18:46:45.946,11.79,9.64,6.91,10.57,,5.76,,7.87
540,2026-01-07 18:46:46.163,12.04,9.62,6.81,10.66,,5.78,,7.96
541,2026-01-07 18:46:46.366,12.04,9.59,6.95,10.61,,5.80,,7.96
542,2026-01-07 18:46:46.560,12.10,9.62,7.13,10.76,,5.98,,8.10
543,2026-01-07 18:46:46.759,12.13,9.58,7.49,10.81,,6.02,,8.10
544,2026-01-07 18:46:46.962,12.15,9.60,7.77,10.86,,6.06,,8.09
545,2026-01-07 18:46:47.156,12.25,9.59,8.26,10.91,,6.08,,8.07
546,2026-01-07 18:46:47.355,12.23,9.63,8.61,10.90,,6.16,,8.08
547,2026-01-07 18:46:47.548,12.72,9.51,8.58,10.97,,6.18,,8.08
548,2026-01-07 18:46:47.761,13.13,9.48,8.53,10.98,,6.25,,8.14
549,2026-01-07 18:46:47.977,13.51,9.49,8.46,11.05,,5.64,,8.20
550,2026-01-07 18:46:48.198,13.90,9.50,8.42,11.14,,5.62,,8.22
551,2026-01-07 18:46:48.422,13.90,9.41,8.82,11.23,,5.61,,8.24
552,2026-01-07 18:46:48.620,14.22,9.43,8.92,11.44,,5.60,,8.27
553,2026-01-07 18:46:48.819,14.24,9.42,8.81,11.39,,5.63,,8.27
554,2026-01-07 18:46:49.025,14.23,9.44,8.95,11.35,,5.64,,8.24
555,2026-01-07 18:46:49.223,14.28,9.48,9.08,11.33,,5.72,,8.22
556,2026-01-07 18:46:49.421,14.27,9.52,9.29,11.18,,5.74,,8.79
557,2026-01-07 18:46:49.625,14.54,9.55,9.26,11.18,,5.78,,8.73
558,2026-01-07 18:46:49.820,14.89,9.61,9.42,11.19,,5.91,,8.72
559,2026-01-07 18:46:50.035,15.24,9.60,10.35,11.32,,5.89,,8.62
560,2026-01-07 18:46:50.238,15.41,9.66,10.58,11.33,,5.91,,8.62
561,2026-01-07 18:46:50.433,15.54,9.68,10.97,11.37,,5.88,,8.60
562,2026-01-07 18:46:50.628,15.56,9.70,11.37,11.39,,5.90,,8.61
563,2026-01-07 18:46:50.829,15.83,9.71,11.84,11.52,,5.89,,8.66
564,2026-01-07 18:46:51.028,15.83,9.70,12.16,11.57,,5.80,,7.81
565,2026-01-07 18:46:51.230,13.88,9.67,12.20,11.67,,5.76,,7.84
566,2026-01-07 18:46:51.432,12.34,9.64,12.02,11.72,,5.75,,7.81
567,2026-01-07 18:46:51.632,9.06,9.64,11.87,11.71,,5.70,,7.78
568,2026-01-07 18:46:51.829,8.89,6.07,11.75,8.05,,5.70,,7.77
569,2026-01-07 18:46:52.024,8.84,6.06,11.66,8.04,,5.73,,7.73
570,2026-01-07 18:46:52.221,8.67,6.03,11.67,8.00,,5.74,,7.66
571,2026-01-07 18:46:52.422,8.69,6.02,11.47,8.01,,5.76,,7.62
572,2026-01-07 18:46:52.616,8.70,5.96,11.17,7.85,,5.65,,7.43
573,2026-01-07 18:46:52.826,8.70,5.98,10.74,7.80,,5.72,,7.38
574,2026-01-07 18:46:53.028,8.69,5.96,10.31,7.77,,5.78,,7.36
575,2026-01-07 18:46:53.227,8.62,6.10,9.81,7.77,,5.78,,7.33
576,2026-01-07 18:46:53.428,8.60,6.13,9.37,7.84,,5.74,,7.32
577,2026-01-07 18:46:53.625,8.07,6.13,9.37,7.97,,5.76,,7.31
578,2026-01-07 18:46:53.825,7.62,6.13,9.46,8.00,,5.80,,7.22
579,2026-01-07 18:46:54.024,7.17,6.15,9.51,8.00,,5.78,,7.22
580,2026-01-07 18:46:54.220,6.79,6.13,9.56,8.04,,5.82,,7.20
581,2026-01-07 18:46:54.417,6.76,6.12,9.16,7.98,,5.81,,7.20
582,2026-01-07 18:46:54.612,6.66,6.09,9.00,7.78,,5.80,,7.17
583,2026-01-07 18:46:54.811,6.57,6.09,9.03,7.79,,5.82,,7.16
584,2026-01-07 18:46:55.009,6.55,6.10,8.81,7.78,,5.86,,7.15
585,2026-01-07 18:46:55.210,6.44,6.06,8.57,7.81,,5.80,,7.14
586,2026-01-07 18:46:55.418,6.39,6.01,8.29,7.82,,5.79,,6.62
587,2026-01-07 18:46:55.622,6.09,6.04,8.22,7.77,,5.79,,6.62
588,2026-01-07 18:46:55.826,6.01,6.10,8.08,7.70,,5.73,,6.62
589,2026-01-07 18:46:56.024,5.67,6.16,7.26,7.56,,5.79,,6.62
590,2026-01-07 18:46:56.222,5.48,6.19,7.04,7.51,,5.83,,6.58
591,2026-01-07 18:46:56.421,5.35,6.16,6.63,7.48,,5.91,,6.50
592,2026-01-07 18:46:56.619,5.34,6.21,6.31,7.45,,6.00,,6.48
593,2026-01-07 18:46:56.819,5.04,6.24,5.81,7.28,,6.07,,6.34
594,2026-01-07 18:46:57.017,5.00,6.30,5.39,7.17,,6.12,,6.31
595,2026-01-07 18:46:57.214,4.82,6.31,5.27,7.08,,6.11,,6.25
596,2026-01-07 18:46:57.408,4.71,6.31,5.07,7.04,,6.09,,6.23
597,2026-01-07 18:46:57.610,4.56,6.33,4.77,6.95,,6.15,,6.15
598,2026-01-07 18:46:57.805,4.54,6.32,4.71,6.95,,6.16,,6.15
599,2026-01-07 18:46:58.004,4.35,6.32,4.71,6.94,,6.14,,6.12
600,2026-01-07 18:46:58.206,4.29,6.33,4.73,6.88,,6.13,,6.11
601,2026-01-07 18:46:58.403,4.26,6.45,4.71,6.91,,6.16,,6.14
602,2026-01-07 18:46:58.597,4.22,6.47,4.73,6.97,,6.11,,6.23
603,2026-01-07 18:46:58.792,4.23,6.48,4.71,7.03,,6.07,,6.24
604,2026-01-07 18:46:58.990,4.20,6.45,4.71,6.99,,6.04,,6.28
605,2026-01-07 18:46:59.184,4.21,6.37,4.71,6.95,,6.05,,6.29
606,2026-01-07 18:46:59.378,4.30,6.34,4.76,6.91,,6.31,,6.24
607,2026-01-07 18:46:59.576,4.32,6.38,4.84,6.74,,6.29,,6.26
608,2026-01-07 18:46:59.798,4.41,6.40,4.82,6.69,,6.38,,6.26
609,2026-01-07 18:47:00.020,4.53,6.39,4.90,6.64,,6.55,,6.19
610,2026-01-07 18:47:00.226,4.52,6.39,4.87,6.52,,6.53,,6.21
611,2026-01-07 18:47:00.428,4.58,6.39,4.92,6.52,,6.55,,6.21
612,2026-01-07 18:47:00.628,4.59,6.38,4.91,6.50,,6.61,,6.21
613,2026-01-07 18:47:00.843,4.60,10.05,4.91,6.57,,6.66,,6.18
614,2026-01-07 18:47:01.051,4.62,10.04,4.93,6.69,,6.65,,6.20
615,2026-01-07 18:47:01.248,5.42,10.05,5.66,6.71,,6.75,,6.19
616,2026-01-07 18:47:01.446,5.42,10.05,5.89,6.72,,6.81,,6.19
617,2026-01-07 18:47:01.646,5.44,9.97,5.93,6.79,,6.82,,6.20
618,2026-01-07 18:47:01.841,5.56,9.86,5.94,6.82,,6.88,,6.25
619,2026-01-07 18:47:02.037,5.61,9.85,5.86,6.80,,6.95,,6.28
620,2026-01-07 18:47:02.236,6.43,9.76,6.35,6.85,,7.20,,6.36
621,2026-01-07 18:47:02.445,6.50,9.74,6.42,6.83,,7.23,,6.38
622,2026-01-07 18:47:02.639,6.61,9.68,6.36,6.87,,7.14,,6.43
623,2026-01-07 18:47:02.839,6.71,9.68,6.45,7.04,,7.08,,6.57
624,2026-01-07 18:47:03.034,6.80,9.68,6.42,7.12,,7.16,,6.55
625,2026-01-07 18:47:03.232,6.78,9.69,6.32,7.13,,7.26,,6.54
626,2026-01-07 18:47:03.431,6.83,9.71,6.52,7.14,,7.28,,6.52
627,2026-01-07 18:47:03.630,6.91,9.71,6.57,7.16,,7.22,,6.54
628,2026-01-07 18:47:03.826,6.97,9.71,6.62,7.15,,7.22,,6.53
629,2026-01-07 18:47:04.025,7.01,9.71,6.66,7.17,,7.23,,6.57
630,2026-01-07 18:47:04.221,7.00,9.71,6.74,7.19,,7.25,,6.59
631,2026-01-07 18:47:04.422,7.02,9.60,6.75,7.17,,7.20,,6.58
632,2026-01-07 18:47:04.621,7.00,9.58,6.78,7.10,,10.35,,9.65
633,2026-01-07 18:47:04.821,6.98,9.56,6.79,7.08,,10.60,,10.00
634,2026-01-07 18:47:05.021,6.99,9.59,6.81,7.06,,10.58,,9.98
635,2026-01-07 18:47:05.214,6.95,9.54,6.77,7.09,,10.58,,10.00
636,2026-01-07 18:47:05.412,6.92,9.54,6.74,7.09,,10.33,,10.07
637,2026-01-07 18:47:05.608,7.16,9.53,6.69,7.14,,10.31,,10.10
638,2026-01-07 18:47:05.806,7.30,9.54,6.63,7.15,,10.15,,10.14
639,2026-01-07 18:47:06.009,7.52,9.59,6.54,7.28,,10.00,,10.17
640,2026-01-07 18:47:06.204,7.67,9.63,6.58,7.39,,10.09,,10.58
641,2026-01-07 18:47:06.403,7.70,9.64,6.46,7.46,,10.09,,10.59
642,2026-01-07 18:47:06.598,7.76,9.66,6.53,7.65,,10.10,,10.76
643,2026-01-07 18:47:06.799,7.81,6.00,6.57,7.68,,10.10,,12.57
644,2026-01-07 18:47:06.995,7.82,6.04,6.63,7.66,,10.11,,12.66
645,2026-01-07 18:47:07.192,7.00,6.05,5.97,7.67,,10.01,,12.72
646,2026-01-07 18:47:07.390,6.98,6.04,5.93,7.68,,10.00,,12.71
647,2026-01-07 18:47:07.602,7.03,6.04,7.54,7.66,,9.94,,12.72
648,2026-01-07 18:47:07.814,7.12,6.01,7.75,7.66,,9.81,,12.82
649,2026-01-07 18:47:08.009,7.01,5.96,7.78,7.65,,9.68,,12.79
650,2026-01-07 18:47:08.204,6.18,5.95,7.29,7.67,,9.41,,12.86
651,2026-01-07 18:47:08.405,6.13,5.93,7.23,7.66,,9.31,,12.88
652,2026-01-07 18:47:08.601,6.00,5.90,7.23,7.64,,9.32,,12.84
653,2026-01-07 18:47:08.797,5.91,5.83,7.18,7.47,,9.30,,12.73
654,2026-01-07 18:47:08.993,5.79,5.77,7.17,7.44,,9.17,,12.75
655,2026-01-07 18:47:09.187,5.75,5.72,7.08,7.45,,9.07,,12.78
656,2026-01-07 18:47:09.380,5.73,5.70,6.91,7.43,,9.06,,12.80
657,2026-01-07 18:47:09.574,5.69,5.67,6.92,7.42,,9.07,,12.79
658,2026-01-07 18:47:09.767,5.64,5.67,6.89,7.44,,9.06,,12.78
659,2026-01-07 18:47:09.964,5.62,5.66,6.85,7.45,,9.05,,12.81
660,2026-01-07 18:47:10.163,5.61,5.70,6.79,7.56,,9.04,,12.84
661,2026-01-07 18:47:10.360,5.61,5.77,6.78,7.64,,9.16,,13.02
662,2026-01-07 18:47:10.555,5.61,5.77,6.78,7.69,,6.02,,9.87
663,2026-01-07 18:47:10.754,5.63,5.79,6.81,7.71,,5.77,,9.52
664,2026-01-07 18:47:10.963,5.66,5.78,6.80,8.02,,5.77,,9.60
665,2026-01-07 18:47:11.163,5.66,5.80,6.78,8.06,,5.82,,9.56
666,2026-01-07 18:47:11.359,5.63,5.80,6.86,8.10,,5.82,,9.54
667,2026-01-07 18:47:11.557,5.39,5.78,6.84,8.07,,5.79,,9.50
668,2026-01-07 18:47:11.759,5.19,5.81,6.90,8.07,,5.75,,9.50
669,2026-01-07 18:47:11.958,4.86,5.84,6.89,7.93,,5.74,,9.59
670,2026-01-07 18:47:12.155,4.74,5.86,6.85,7.80,,5.63,,9.17
671,2026-01-07 18:47:12.371,4.68,5.86,6.91,7.72,,5.63,,9.16
672,2026-01-07 18:47:12.567,4.75,5.91,7.03,7.55,,5.57,,9.08
673,2026-01-07 18:47:12.763,4.72,5.95,7.02,7.61,,5.51,,7.36
674,2026-01-07 18:47:12.960,4.70,6.05,6.97,7.61,,5.50,,7.41
675,2026-01-07 18:47:13.156,4.70,6.26,6.92,7.72,,5.66,,7.62
676,2026-01-07 18:47:13.352,4.70,6.31,6.76,7.75,,5.64,,7.76
677,2026-01-07 18:47:13.545,4.64,6.37,5.18,7.73,,5.67,,7.84
678,2026-01-07 18:47:13.738,4.46,6.43,4.97,7.72,,5.69,,7.78
679,2026-01-07 18:47:13.939,4.47,6.47,4.96,7.72,,5.91,,8.18
680,2026-01-07 18:47:14.135,4.47,6.51,4.98,7.80,,5.87,,8.13
681,2026-01-07 18:47:14.332,4.46,6.56,4.99,7.93,,5.85,,8.19
682,2026-01-07 18:47:14.526,4.47,6.61,5.00,8.04,,5.83,,8.27
683,2026-01-07 18:47:14.725,4.47,6.65,4.97,8.20,,5.85,,8.35
684,2026-01-07 18:47:14.922,4.47,6.67,4.94,8.31,,5.95,,8.55
685,2026-01-07 18:47:15.119,4.49,6.73,4.92,8.44,,5.95,,8.63
686,2026-01-07 18:47:15.316,4.50,6.82,4.90,8.52,,5.93,,8.67
687,2026-01-07 18:47:15.510,4.49,6.84,4.86,8.64,,5.92,,8.77
688,2026-01-07 18:47:15.704,4.54,6.84,4.85,8.67,,5.90,,8.78
689,2026-01-07 18:47:15.899,4.56,6.85,4.85,8.74,,5.89,,8.83
690,2026-01-07 18:47:16.104,4.60,6.86,4.83,8.64,,5.89,,8.89
691,2026-01-07 18:47:16.300,4.61,6.87,4.83,8.54,,5.77,,8.82
692,2026-01-07 18:47:16.495,4.62,6.85,4.83,8.54,,5.76,,8.80
693,2026-01-07 18:47:16.701,4.61,6.92,4.79,8.53,,5.86,,8.86
694,2026-01-07 18:47:16.897,4.59,6.93,4.81,8.21,,5.81,,8.83
695,2026-01-07 18:47:17.094,4.59,6.99,4.81,8.14,,5.73,,8.88
696,2026-01-07 18:47:17.292,4.60,6.98,4.73,8.20,,5.70,,9.01
697,2026-01-07 18:47:17.780,4.60,7.02,4.72,8.24,,6.01,,9.11
698,2026-01-07 18:47:17.979,4.58,6.97,4.66,8.25,,5.99,,9.10
699,2026-01-07 18:47:18.178,4.61,6.90,4.65,8.28,,6.00,,9.07
700,2026-01-07 18:47:18.375,4.62,6.87,4.72,8.35,,6.22,,9.11
701,2026-01-07 18:47:18.572,4.60,6.95,4.67,8.44,,6.20,,9.30
702,2026-01-07 18:47:18.770,4.47,6.88,4.54,8.42,,6.25,,9.43
703,2026-01-07 18:47:18.965,4.44,6.83,4.52,8.36,,6.27,,9.39
704,2026-01-07 18:47:19.166,4.43,6.69,4.50,8.29,,6.30,,9.34
705,2026-01-07 18:47:19.366,4.42,6.48,4.54,8.12,,6.20,,9.11
706,2026-01-07 18:47:19.561,4.40,6.48,4.53,8.03,,6.30,,8.95
707,2026-01-07 18:47:19.759,4.39,6.45,4.53,8.01,,6.32,,8.85
708,2026-01-07 18:47:19.957,4.36,6.55,4.53,7.98,,6.41,,8.74
709,2026-01-07 18:47:20.172,4.34,6.60,4.60,7.94,,6.42,,8.30
710,2026-01-07 18:47:20.376,4.34,6.67,4.69,7.78,,6.60,,8.19
711,2026-01-07 18:47:20.579,4.33,6.67,4.80,7.64,,6.59,,8.10
712,2026-01-07 18:47:20.777,4.32,6.70,5.02,7.50,,6.60,,8.00
713,2026-01-07 18:47:20.976,4.31,6.65,5.02,7.32,,6.58,,7.90
714,2026-01-07 18:47:21.187,4.29,6.63,5.04,7.14,,6.47,,7.74
715,2026-01-07 18:47:21.389,4.26,6.63,5.08,6.99,,6.46,,7.66
716,2026-01-07 18:47:21.589,4.24,6.56,5.21,6.89,,6.45,,7.61
717,2026-01-07 18:47:21.804,4.21,6.53,5.23,6.81,,6.43,,7.54
718,2026-01-07 18:47:22.008,4.16,6.56,5.24,6.74,,6.43,,7.50
719,2026-01-07 18:47:22.204,4.17,6.60,5.29,6.63,,6.48,,7.38
720,2026-01-07 18:47:22.404,4.13,6.65,5.30,6.56,,6.46,,7.28
721,2026-01-07 18:47:22.603,4.12,6.67,5.32,6.53,,6.51,,7.14
722,2026-01-07 18:47:22.799,4.15,6.65,5.37,6.52,,6.50,,7.04
723,2026-01-07 18:47:22.997,4.14,6.61,5.42,6.51,,6.40,,6.97
724,2026-01-07 18:47:23.195,4.21,6.62,5.51,6.50,,6.46,,6.96
725,2026-01-07 18:47:23.391,4.23,6.56,5.58,6.51,,6.54,,6.92
726,2026-01-07 18:47:23.590,4.27,6.62,5.65,6.37,,6.60,,6.76
727,2026-01-07 18:47:23.787,4.32,6.67,5.72,6.38,,6.34,,6.64
728,2026-01-07 18:47:23.985,4.45,6.70,5.83,6.44,,6.39,,6.63
729,2026-01-07 18:47:24.191,4.51,6.71,5.92,6.43,,6.38,,6.57
730,2026-01-07 18:47:24.389,4.58,6.75,5.90,6.37,,6.18,,6.50
731,2026-01-07 18:47:24.587,4.63,6.73,5.91,6.32,,6.21,,6.30
732,2026-01-07 18:47:24.787,4.69,6.78,5.93,6.34,,6.19,,6.14
733,2026-01-07 18:47:24.986,4.74,6.84,5.95,6.25,,6.13,,6.14
734,2026-01-07 18:47:25.186,4.76,6.87,5.97,6.25,,6.13,,6.15
735,2026-01-07 18:47:25.406,4.80,6.93,5.94,6.28,,6.11,,6.15
736,2026-01-07 18:47:25.610,4.81,7.01,5.97,6.34,,6.08,,6.24
737,2026-01-07 18:47:25.809,4.85,7.05,6.07,6.46,,6.06,,6.32
738,2026-01-07 18:47:26.008,4.88,6.92,6.10,6.56,,6.02,,6.44
739,2026-01-07 18:47:26.212,4.94,6.85,6.06,6.62,,5.81,,6.51
740,2026-01-07 18:47:26.409,5.00,6.73,5.99,6.66,,5.68,,6.58
741,2026-01-07 18:47:26.627,5.04,6.70,5.96,6.74,,5.72,5.82,6.62
742,2026-01-07 18:47:26.831,5.11,6.65,5.78,6.85,,5.79,5.91,6.66
743,2026-01-07 18:47:27.032,5.16,6.71,5.88,6.92,,5.88,6.04,6.68
744,2026-01-07 18:47:27.236,5.18,6.75,5.91,24.94,,5.92,6.11,6.69
745,2026-01-07 18:47:27.436,5.22,6.75,5.92,28.28,,6.01,60.03,6.69
746,2026-01-07 18:47:27.635,5.25,6.73,5.83,28.33,,6.06,50.92,6.72
747,2026-01-07 18:47:27.843,5.32,6.74,5.86,28.31,,6.11,44.42,6.72
748,2026-01-07 18:47:28.041,5.37,6.75,5.94,28.35,,6.17,45.18,6.75
749,2026-01-07 18:47:28.254,5.39,6.71,5.95,28.48,,6.16,40.98,6.80
750,2026-01-07 18:47:28.457,5.63,6.62,6.28,28.59,,6.23,54.08,6.87
751,2026-01-07 18:47:28.661,5.68,6.50,6.46,28.65,,6.21,49.88,6.90
752,2026-01-07 18:47:28.885,5.70,6.52,6.45,28.69,,6.27,46.24,6.92
753,2026-01-07 18:47:29.089,5.73,6.49,6.45,28.76,,6.26,43.09,6.96
754,2026-01-07 18:47:29.289,5.71,6.46,6.40,28.82,,6.27,40.43,6.94
755,2026-01-07 18:47:29.491,5.72,6.46,6.37,28.92,,6.25,38.14,6.96
756,2026-01-07 18:47:29.692,5.72,6.40,6.34,28.98,,6.25,36.15,7.00
757,2026-01-07 18:47:29.912,5.72,6.36,6.33,29.02,,6.23,34.91,7.03
758,2026-01-07 18:47:30.112,5.64,6.63,6.28,29.44,,6.24,44.93,7.08
759,2026-01-07 18:47:30.314,5.61,6.65,6.24,29.59,,6.28,44.93,7.13
760,2026-01-07 18:47:30.512,5.56,6.59,6.24,29.67,,6.34,42.93,7.15
761,2026-01-07 18:47:30.709,5.55,6.58,6.27,29.70,,6.36,41.52,7.19
762,2026-01-07 18:47:30.904,5.56,6.57,6.26,29.87,,6.40,39.88,7.23
763,2026-01-07 18:47:31.104,5.81,6.67,6.29,30.11,,6.50,38.43,7.22
764,2026-01-07 18:47:31.302,5.87,6.65,6.32,30.18,,6.52,37.04,7.27
765,2026-01-07 18:47:31.503,5.93,6.60,6.35,30.22,,6.53,37.04,7.31
766,2026-01-07 18:47:31.698,5.98,6.58,6.38,30.25,,6.37,35.76,7.28
767,2026-01-07 18:47:31.896,6.01,6.56,6.32,30.96,,6.43,34.57,7.21
768,2026-01-07 18:47:32.095,6.05,6.57,6.43,30.97,,6.45,33.48,7.12
769,2026-01-07 18:47:32.292,6.11,6.59,6.48,30.98,,6.58,32.79,7.09
770,2026-01-07 18:47:32.502,6.11,6.63,6.51,31.00,,6.60,31.95,7.12
771,2026-01-07 18:47:32.718,6.13,6.64,6.46,30.97,,6.67,31.94,7.28
772,2026-01-07 18:47:32.918,6.13,6.67,6.46,30.91,,6.63,32.90,7.41
773,2026-01-07 18:47:33.130,6.14,6.64,6.42,30.89,,6.43,32.91,7.50
774,2026-01-07 18:47:33.336,6.17,6.60,6.45,12.30,,6.44,34.95,7.54
775,2026-01-07 18:47:33.550,6.19,6.55,6.49,8.89,,6.14,24.97,7.60
776,2026-01-07 18:47:33.749,6.20,6.55,6.52,8.89,,6.19,25.10,7.66
777,2026-01-07 18:47:33.948,6.20,6.65,6.53,8.88,,6.55,27.65,7.74
778,2026-01-07 18:47:34.146,6.21,6.61,6.54,8.92,,,26.30,7.86
779,2026-01-07 18:47:34.347,6.21,6.61,6.55,8.85,,8.50,26.25,7.88
780,2026-01-07 18:47:34.553,6.03,6.64,6.35,8.84,,7.61,20.49,7.84
781,2026-01-07 18:47:34.758,6.02,9.40,6.22,8.95,9.78,7.90,22.84,7.82
782,2026-01-07 18:47:34.958,5.99,9.41,6.35,8.93,9.78,7.55,23.48,7.97
783,2026-01-07 18:47:35.162,6.01,9.47,6.43,8.89,8.46,7.94,24.21,7.94
784,2026-01-07 18:47:35.367,6.03,9.49,6.46,8.93,7.75,7.94,24.26,7.94
785,2026-01-07 18:47:35.572,6.02,9.61,6.49,8.82,7.82,7.97,24.28,7.91
786,2026-01-07 18:47:35.773,5.98,9.62,6.50,8.78,8.26,7.75,24.25,7.86
787,2026-01-07 18:47:35.975,6.00,9.59,6.53,8.79,8.65,7.56,34.17,7.82
788,2026-01-07 18:47:36.175,5.98,9.32,6.58,8.27,8.48,7.64,41.92,7.76
789,2026-01-07 18:47:36.386,5.96,9.35,6.58,8.12,8.15,7.53,41.92,7.71
790,2026-01-07 18:47:36.590,5.97,9.42,6.65,8.07,8.34,7.59,41.87,7.67
791,2026-01-07 18:47:36.788,5.96,9.49,6.64,8.03,8.13,7.45,43.78,7.67
792,2026-01-07 18:47:36.992,5.94,9.55,6.62,7.84,7.91,7.51,45.31,7.63
793,2026-01-07 18:47:37.191,5.72,9.52,6.66,7.56,15.78,7.62,46.55,7.61
794,2026-01-07 18:47:37.391,5.71,9.57,6.66,7.49,15.21,7.64,48.29,7.59
795,2026-01-07 18:47:37.591,5.68,9.57,6.63,7.47,14.83,7.56,46.54,7.65
796,2026-01-07 18:47:37.792,5.69,9.51,6.63,7.43,14.36,7.62,46.58,7.61
797,2026-01-07 18:47:37.991,5.68,9.38,6.62,7.45,13.87,7.61,47.10,7.62
798,2026-01-07 18:47:38.188,5.71,9.40,6.55,7.52,13.51,7.61,47.16,7.63
799,2026-01-07 18:47:38.387,5.68,9.51,6.54,7.52,13.07,7.54,48.56,7.66
800,2026-01-07 18:47:38.584,5.67,9.50,6.50,7.55,13.07,7.54,50.35,7.64
801,2026-01-07 18:47:38.784,5.67,9.55,6.49,7.53,19.62,7.54,52.48,7.65
802,2026-01-07 18:47:38.983,5.65,9.54,6.48,7.57,19.11,7.54,52.48,7.66
803,2026-01-07 18:47:39.181,5.65,9.64,6.47,7.57,18.56,7.54,52.43,7.70
804,2026-01-07 18:47:39.381,5.65,9.80,6.45,7.58,18.02,7.54,59.78,7.70
805,2026-01-07 18:47:39.581,5.66,9.83,6.42,7.64,21.37,7.54,60.79,7.71
806,2026-01-07 18:47:39.791,5.68,9.87,6.46,7.68,20.72,7.54,60.68,7.70
807,2026-01-07 18:47:39.993,5.68,9.80,6.45,7.69,20.10,7.54,57.76,7.69
808,2026-01-07 18:47:40.193,5.67,9.88,6.40,7.64,19.60,7.54,57.78,7.67
809,2026-01-07 18:47:40.394,5.68,10.03,6.41,7.62,19.08,7.49,57.78,7.67
810,2026-01-07 18:47:40.596,5.68,10.03,6.32,7.60,18.63,7.53,57.37,7.67
811,2026-01-07 18:47:40.797,5.71,7.25,6.30,7.48,18.64,7.48,54.46,7.62
812,2026-01-07 18:47:41.002,5.72,7.26,6.14,7.49,18.18,7.63,54.98,7.51
